NAME,B19301A_001E,state,county,year,B19301B_001E,B19301C_001E,B19301D_001E,B19301E_001E,B19301F_001E,B19301G_001E,B19301H_001E,B19301I_001E,B19301_001E
"Burnett County, Wisconsin",29379.0,55,13,2018,20096.0,17143.0,19866.0,,16843.0,18898.0,29543.0,12142.0,28424.0
"Chippewa County, Wisconsin",29009.0,55,17,2018,10156.0,6632.0,32148.0,,1792.0,7634.0,29271.0,8109.0,28277.0
"Door County, Wisconsin",36786.0,55,29,2018,23186.0,20844.0,33704.0,,12211.0,12713.0,37210.0,19386.0,36155.0
"Douglas County, Wisconsin",29925.0,55,31,2018,15130.0,19563.0,15347.0,,7309.0,13998.0,30032.0,17232.0,28888.0
"Jackson County, Wisconsin",27502.0,55,53,2018,6033.0,18859.0,20114.0,,17401.0,15227.0,27723.0,13789.0,26037.0
"Iowa County, Wisconsin",34089.0,55,49,2018,9493.0,33302.0,37803.0,,14710.0,24595.0,34179.0,23595.0,33674.0
"Ozaukee County, Wisconsin",48636.0,55,89,2018,44157.0,39199.0,54134.0,11633.0,28073.0,17836.0,49032.0,28190.0,47980.0
"Richland County, Wisconsin",27005.0,55,103,2018,6852.0,10849.0,15068.0,,11918.0,16633.0,27123.0,11180.0,26379.0
"Campbell County, Wyoming",33848.0,56,5,2018,27546.0,26256.0,31060.0,,21215.0,20091.0,35430.0,17992.0,33286.0
"Johnson County, Wyoming",35600.0,56,19,2018,18911.0,25309.0,,,39196.0,21030.0,35671.0,30273.0,34885.0
"Natrona County, Wyoming",33651.0,56,25,2018,15796.0,23407.0,38271.0,68533.0,22704.0,24245.0,34864.0,19739.0,33082.0
"Converse County, Wyoming",32767.0,56,9,2018,,14338.0,,,19896.0,13832.0,33566.0,22513.0,32069.0
"Niobrara County, Wyoming",23214.0,56,27,2018,,15627.0,,,,3000.0,22984.0,22835.0,22688.0
"Teton County, Wyoming",55745.0,56,39,2018,115492.0,,15793.0,,20923.0,32421.0,59876.0,27142.0,53703.0
"Sweetwater County, Wyoming",33087.0,56,37,2018,27194.0,14653.0,23840.0,68297.0,31460.0,23742.0,35311.0,20599.0,32624.0
"Platte County, Wyoming",32352.0,56,31,2018,,,52864.0,,5813.0,14540.0,33517.0,12822.0,31553.0
"Park County, Wyoming",36166.0,56,29,2018,18381.0,22791.0,24688.0,,15396.0,11878.0,36796.0,17684.0,35059.0
"Sheridan County, Wyoming",34616.0,56,33,2018,46042.0,19565.0,23876.0,,8956.0,24017.0,35019.0,21615.0,34059.0
"Big Horn County, Wyoming",24400.0,56,3,2018,29832.0,19240.0,18908.0,15150.0,13728.0,13433.0,25317.0,12467.0,23978.0
"Crook County, Wyoming",32609.0,56,11,2018,,44836.0,,,45500.0,10889.0,32702.0,27499.0,32256.0
"Albany County, Wyoming",27895.0,56,1,2018,9827.0,15285.0,19473.0,,14164.0,14472.0,28723.0,17682.0,26665.0
"Carbon County, Wyoming",30519.0,56,7,2018,34001.0,17810.0,9936.0,,20868.0,24928.0,32612.0,19329.0,29890.0
"Goshen County, Wyoming",27091.0,56,15,2018,,8284.0,45792.0,,72929.0,16733.0,27893.0,29202.0,27739.0
"Uinta County, Wyoming",27233.0,56,41,2018,,11387.0,33609.0,,14676.0,30994.0,28076.0,17942.0,27009.0
"Washakie County, Wyoming",28547.0,56,43,2018,,47529.0,,,19263.0,14098.0,29134.0,20544.0,27556.0
"Hot Springs County, Wyoming",31950.0,56,17,2018,,34579.0,,,,43473.0,31440.0,55405.0,32359.0
"Fremont County, Wyoming",32173.0,56,13,2018,25050.0,14225.0,14031.0,,20636.0,18321.0,32806.0,15664.0,27598.0
"Sublette County, Wyoming",33759.0,56,35,2018,,,,,,18532.0,34047.0,28596.0,33231.0
"Weston County, Wyoming",30515.0,56,45,2018,,44881.0,4823.0,,,23131.0,30756.0,15111.0,29152.0
"Hatillo Municipio, Puerto Rico",10632.0,72,65,2018,10397.0,,,,13476.0,10299.0,,10664.0,10659.0
"Humacao Municipio, Puerto Rico",13529.0,72,69,2018,11682.0,12031.0,,,9421.0,7599.0,99266.0,11583.0,12093.0
"Morovis Municipio, Puerto Rico",9745.0,72,101,2018,9338.0,,,,9002.0,9989.0,5643.0,9737.0,9715.0
"Mayagüez Municipio, Puerto Rico",15426.0,72,97,2018,17279.0,,,,8272.0,12281.0,32381.0,10566.0,10678.0
"Trujillo Alto Municipio, Puerto Rico",16275.0,72,139,2018,13289.0,10305.0,,,14929.0,17083.0,23333.0,15828.0,15886.0
"Quebradillas Municipio, Puerto Rico",10170.0,72,115,2018,9639.0,2164.0,,,7307.0,9884.0,23417.0,9696.0,9819.0
"Moca Municipio, Puerto Rico",8857.0,72,99,2018,8345.0,,,,8923.0,5708.0,7382.0,8824.0,8806.0
"Culebra Municipio, Puerto Rico",13148.0,72,49,2018,7506.0,,,,11445.0,7345.0,25190.0,10760.0,11830.0
"Salinas Municipio, Puerto Rico",9066.0,72,123,2018,8932.0,31619.0,6618.0,,8304.0,13696.0,,9052.0,9034.0
"Barceloneta Municipio, Puerto Rico",8806.0,72,17,2018,14674.0,,7923.0,,10628.0,9456.0,,9184.0,9170.0
"Yauco Municipio, Puerto Rico",8475.0,72,153,2018,11240.0,6254.0,,,7374.0,5961.0,8333.0,8325.0,8339.0
"Guaynabo Municipio, Puerto Rico",25194.0,72,61,2018,21379.0,18744.0,30398.0,,17574.0,20116.0,34649.0,23603.0,23895.0
"Cabo Rojo Municipio, Puerto Rico",10466.0,72,23,2018,7904.0,8932.0,,,8796.0,9502.0,11176.0,9242.0,9245.0
"Fajardo Municipio, Puerto Rico",11727.0,72,53,2018,14585.0,,14784.0,,10323.0,12864.0,14394.0,11629.0,11663.0
"Patillas Municipio, Puerto Rico",10127.0,72,109,2018,8863.0,,,,11714.0,,,9234.0,9223.0
"Rincón Municipio, Puerto Rico",11556.0,72,117,2018,13273.0,,,,11215.0,12251.0,20440.0,10454.0,11650.0
"Aguas Buenas Municipio, Puerto Rico",9424.0,72,7,2018,9447.0,16718.0,,,12052.0,11891.0,21513.0,10092.0,10188.0
"Bayamón Municipio, Puerto Rico",15160.0,72,21,2018,13999.0,10269.0,16123.0,,11823.0,12619.0,16631.0,14334.0,14377.0
"Cayey Municipio, Puerto Rico",12378.0,72,35,2018,10760.0,11031.0,,,14423.0,10768.0,12326.0,12088.0,12088.0
"Maunabo Municipio, Puerto Rico",10124.0,72,95,2018,9234.0,,,,10440.0,9139.0,,9577.0,9471.0
"Peñuelas Municipio, Puerto Rico",8922.0,72,111,2018,8254.0,13035.0,,,7539.0,11879.0,12023.0,8610.0,8609.0
"San Sebastián Municipio, Puerto Rico",8584.0,72,131,2018,6749.0,,19302.0,,8993.0,12839.0,9322.0,8703.0,8739.0
"Toa Alta Municipio, Puerto Rico",14651.0,72,135,2018,11993.0,5657.0,9028.0,,12777.0,13652.0,5951.0,14281.0,14241.0
"Vieques Municipio, Puerto Rico",11894.0,72,147,2018,11493.0,,,,10216.0,7448.0,24392.0,10391.0,11156.0
"Yabucoa Municipio, Puerto Rico",9774.0,72,151,2018,8791.0,,,,10427.0,10626.0,,9148.0,9148.0
"Caguas Municipio, Puerto Rico",14342.0,72,25,2018,15168.0,14412.0,12106.0,,17121.0,11479.0,19049.0,14620.0,14654.0
"Canóvanas Municipio, Puerto Rico",13887.0,72,29,2018,13322.0,,10894.0,,9094.0,6269.0,6107.0,11918.0,11920.0
"Coamo Municipio, Puerto Rico",10564.0,72,43,2018,11001.0,,,,11757.0,8572.0,8523.0,10773.0,10761.0
"Dorado Municipio, Puerto Rico",17461.0,72,51,2018,11234.0,,15311.0,,18976.0,14528.0,37518.0,16256.0,16570.0
"Barranquitas Municipio, Puerto Rico",8288.0,72,19,2018,7899.0,,,,7352.0,7928.0,,8221.0,8221.0
"Orocovis Municipio, Puerto Rico",8438.0,72,107,2018,4454.0,7054.0,,,5669.0,3299.0,,7898.0,7889.0
"Añasco Municipio, Puerto Rico",10390.0,72,11,2018,9870.0,,,,9298.0,10423.0,14403.0,10108.0,10259.0
"Ceiba Municipio, Puerto Rico",14842.0,72,37,2018,11982.0,,,,8695.0,10068.0,29338.0,12890.0,13044.0
"Comerío Municipio, Puerto Rico",6873.0,72,45,2018,5649.0,5607.0,,,9080.0,6210.0,12952.0,6878.0,6903.0
"Isabela Municipio, Puerto Rico",9509.0,72,71,2018,11357.0,,,,8022.0,10467.0,13427.0,9198.0,9228.0
"Lares Municipio, Puerto Rico",8869.0,72,81,2018,14450.0,,,,8342.0,7543.0,9894.0,8710.0,8735.0
"Las Piedras Municipio, Puerto Rico",11773.0,72,85,2018,11112.0,,,,8168.0,6640.0,,11230.0,11239.0
"San Juan Municipio, Puerto Rico",20861.0,72,127,2018,13649.0,16462.0,18642.0,15567.0,12674.0,15022.0,30766.0,18410.0,18569.0
"Vega Alta Municipio, Puerto Rico",12217.0,72,143,2018,9294.0,,3336.0,,10211.0,12548.0,14681.0,11656.0,11678.0
"Maricao Municipio, Puerto Rico",6877.0,72,93,2018,4936.0,,,,5376.0,5375.0,,5984.0,5974.0
"Aibonito Municipio, Puerto Rico",11093.0,72,9,2018,8734.0,,,,9536.0,11260.0,42445.0,10584.0,10630.0
"Juncos Municipio, Puerto Rico",9575.0,72,77,2018,10130.0,,,,8831.0,8761.0,3803.0,9357.0,9316.0
"Sabana Grande Municipio, Puerto Rico",9416.0,72,121,2018,10343.0,,,,10036.0,7924.0,,9560.0,9560.0
"Hormigueros Municipio, Puerto Rico",11994.0,72,67,2018,25508.0,,,,11297.0,12668.0,,11883.0,11874.0
"Adjuntas Municipio, Puerto Rico",6789.0,72,1,2018,8164.0,,,,8198.0,8135.0,13902.0,7109.0,7126.0
"Camuy Municipio, Puerto Rico",10816.0,72,27,2018,11565.0,,,,7311.0,9371.0,6341.0,10261.0,10252.0
"Guánica Municipio, Puerto Rico",7832.0,72,55,2018,15079.0,10687.0,,,5166.0,19967.0,,7370.0,7430.0
"Manatí Municipio, Puerto Rico",11067.0,72,91,2018,12563.0,6985.0,8030.0,,8990.0,18569.0,6919.0,10979.0,10946.0
"Naguabo Municipio, Puerto Rico",9064.0,72,103,2018,10387.0,,,,9491.0,11026.0,19849.0,9159.0,9263.0
"Naranjito Municipio, Puerto Rico",9317.0,72,105,2018,7878.0,,,,8030.0,8802.0,,9160.0,9150.0
"San Germán Municipio, Puerto Rico",10446.0,72,125,2018,10813.0,28051.0,,,8779.0,18563.0,14929.0,9838.0,9874.0
"Utuado Municipio, Puerto Rico",8416.0,72,141,2018,10930.0,,4945.0,,8917.0,10111.0,8441.0,8620.0,8639.0
"Arecibo Municipio, Puerto Rico",10229.0,72,13,2018,12162.0,18189.0,6930.0,,8960.0,13739.0,8332.0,10215.0,10203.0
"Arroyo Municipio, Puerto Rico",7409.0,72,15,2018,10490.0,,,,7417.0,6156.0,,7990.0,7979.0
"Cataño Municipio, Puerto Rico",12882.0,72,33,2018,12759.0,,20882.0,,10383.0,8687.0,13673.0,12191.0,12195.0
"Florida Municipio, Puerto Rico",9092.0,72,54,2018,7701.0,,,,7139.0,,,8899.0,8871.0
"Monroe County, Alabama",23778.0,1,99,2018,11639.0,24193.0,74431.0,,,13829.0,23928.0,6069.0,18890.0
"Lawrence County, Alabama",23570.0,1,79,2018,18253.0,31297.0,81202.0,,,24500.0,23844.0,9627.0,23557.0
"Lee County, Alabama",30267.0,1,81,2018,18384.0,23051.0,26090.0,,17168.0,13263.0,30572.0,21730.0,26960.0
"Pickens County, Alabama",29580.0,1,107,2018,13470.0,,,,8031.0,13234.0,30488.0,12139.0,22417.0
"Sumter County, Alabama",28264.0,1,119,2018,11895.0,23325.0,3353.0,,,9367.0,28264.0,19162.0,15882.0
"Choctaw County, Alabama",26395.0,1,23,2018,16649.0,,,,,10160.0,26466.0,12241.0,22182.0
"Marengo County, Alabama",27766.0,1,91,2018,19047.0,25890.0,,,24116.0,27436.0,27876.0,9783.0,23056.0
"Russell County, Alabama",24353.0,1,113,2018,20471.0,16608.0,20775.0,,6822.0,16746.0,24334.0,19458.0,22055.0
"Covington County, Alabama",24743.0,1,39,2018,13191.0,27316.0,9210.0,,25380.0,17901.0,24862.0,16743.0,23071.0
"Crenshaw County, Alabama",25048.0,1,41,2018,19599.0,9394.0,38573.0,,15272.0,5862.0,24947.0,19273.0,23353.0
"Lauderdale County, Alabama",28256.0,1,77,2018,19916.0,23875.0,26344.0,6431.0,36899.0,15437.0,28612.0,22035.0,27189.0
"Lowndes County, Alabama",32888.0,1,85,2018,15025.0,,,,,9883.0,33053.0,13366.0,19491.0
"Limestone County, Alabama",29228.0,1,83,2018,22343.0,31915.0,27368.0,,12953.0,12594.0,29961.0,14025.0,27699.0
"St. Clair County, Alabama",25673.0,1,115,2018,18506.0,31253.0,23704.0,,12225.0,22869.0,25771.0,15949.0,24861.0
"Winston County, Alabama",22253.0,1,133,2018,7080.0,9514.0,11326.0,,14311.0,8416.0,22487.0,13371.0,21799.0
"Cullman County, Alabama",23499.0,1,43,2018,17371.0,19191.0,21633.0,,9496.0,7413.0,23902.0,10523.0,22980.0
"Elmore County, Alabama",30542.0,1,51,2018,17221.0,24938.0,41467.0,,28915.0,18638.0,30756.0,22656.0,27475.0
"Jackson County, Alabama",22113.0,1,71,2018,17505.0,18338.0,8163.0,38942.0,4663.0,19055.0,22233.0,12435.0,21608.0
"Talladega County, Alabama",25306.0,1,121,2018,16879.0,13985.0,70836.0,,8605.0,15309.0,25487.0,15978.0,22498.0
"Washington County, Alabama",23201.0,1,129,2018,23643.0,19526.0,3071.0,,,10818.0,23420.0,9545.0,22776.0
"Coffee County, Alabama",30454.0,1,31,2018,20106.0,18133.0,15040.0,,12310.0,13902.0,31057.0,20701.0,27577.0
"Morgan County, Alabama",28048.0,1,103,2018,17570.0,37605.0,22415.0,,10359.0,17171.0,29019.0,11667.0,25907.0
"Chilton County, Alabama",26458.0,1,21,2018,19131.0,17733.0,15114.0,,13034.0,4134.0,26671.0,15643.0,24611.0
"Colbert County, Alabama",26537.0,1,33,2018,19746.0,18668.0,29335.0,9197.0,18402.0,8968.0,26709.0,15653.0,24918.0
"Dale County, Alabama",26313.0,1,45,2018,17506.0,24532.0,17560.0,,9198.0,18130.0,26676.0,17006.0,23837.0
"Etowah County, Alabama",25867.0,1,55,2018,16695.0,12854.0,41302.0,,11139.0,10331.0,26308.0,9864.0,24065.0
"DeKalb County, Alabama",22438.0,1,49,2018,18053.0,18222.0,42412.0,5795.0,7772.0,22643.0,23326.0,8466.0,21004.0
"Lamar County, Alabama",22510.0,1,75,2018,17047.0,,,,3610.0,7932.0,22774.0,8310.0,21666.0
"Randolph County, Alabama",25645.0,1,111,2018,16318.0,18647.0,,,4121.0,1823.0,26000.0,10083.0,23247.0
"Mobile County, Alabama",30338.0,1,97,2018,17567.0,27420.0,24336.0,48726.0,16892.0,14528.0,30487.0,21445.0,25215.0
"Walker County, Alabama",23586.0,1,127,2018,15045.0,26565.0,26301.0,,13889.0,9807.0,23813.0,10841.0,22772.0
"Cleburne County, Alabama",22418.0,1,29,2018,20407.0,,,,5952.0,11226.0,22211.0,24377.0,21989.0
"Greene County, Alabama",28845.0,1,63,2018,11440.0,,,,,,28845.0,,14209.0
"Barbour County, Alabama",25132.0,1,5,2018,12687.0,9764.0,19880.0,,9185.0,10129.0,25473.0,10382.0,18461.0
"Bullock County, Alabama",36395.0,1,11,2018,15911.0,,,,,,36944.0,10267.0,20346.0
"Calhoun County, Alabama",26873.0,1,15,2018,18450.0,13316.0,44955.0,,14028.0,11375.0,27196.0,13756.0,24706.0
"Clarke County, Alabama",26748.0,1,25,2018,13896.0,56760.0,84811.0,,,13294.0,26786.0,20760.0,21111.0
"Montgomery County, Alabama",40594.0,1,101,2018,20168.0,23693.0,33067.0,28070.0,29759.0,15770.0,41852.0,21174.0,28008.0
"Marshall County, Alabama",24352.0,1,95,2018,13867.0,28499.0,34290.0,86800.0,13064.0,18396.0,26439.0,9617.0,23833.0
"Henry County, Alabama",27412.0,1,67,2018,15977.0,,,,21403.0,9981.0,27684.0,17635.0,24069.0
"Madison County, Alabama",40226.0,1,89,2018,24049.0,39722.0,41887.0,25144.0,14262.0,24888.0,41065.0,20865.0,35526.0
"Tallapoosa County, Alabama",28050.0,1,123,2018,13877.0,29541.0,14991.0,,6576.0,10824.0,28053.0,18560.0,23655.0
"Aleutians West Census Area, Alaska",53508.0,2,16,2018,47209.0,31394.0,29855.0,27258.0,37627.0,14473.0,60069.0,27554.0,37070.0
"Wilcox County, Alabama",27160.0,1,131,2018,13177.0,7364.0,,,,4056.0,27179.0,,16584.0
"Denali Borough, Alaska",37893.0,2,68,2018,10961.0,28484.0,4697.0,,,28318.0,37893.0,,34956.0
"Kenai Peninsula Borough, Alaska",36323.0,2,122,2018,15773.0,20069.0,30484.0,15578.0,31299.0,20021.0,36823.0,20169.0,33820.0
"Bristol Bay Borough, Alaska",57564.0,2,60,2018,20575.0,30111.0,,,18725.0,25522.0,58240.0,33441.0,45259.0
"Kodiak Island Borough, Alaska",41681.0,2,150,2018,30506.0,20388.0,24394.0,23676.0,27995.0,16270.0,42703.0,23161.0,32516.0
"Northwest Arctic Borough, Alaska",64820.0,2,188,2018,36343.0,16499.0,49080.0,,63161.0,31840.0,64896.0,47774.0,23230.0
"Bethel Census Area, Alaska",57069.0,2,50,2018,48135.0,14023.0,34796.0,,23827.0,26648.0,61739.0,16401.0,19760.0
"North Slope Borough, Alaska",95414.0,2,185,2018,83104.0,24102.0,44715.0,35905.0,100193.0,32678.0,95923.0,72742.0,49903.0
"Sitka City and Borough, Alaska",44257.0,2,220,2018,32012.0,26838.0,31555.0,,23982.0,25833.0,45030.0,24819.0,38423.0
"Fairbanks North Star Borough, Alaska",39955.0,2,90,2018,32880.0,21427.0,37324.0,24479.0,26537.0,19693.0,41084.0,22837.0,36374.0
"Ketchikan Gateway Borough, Alaska",40894.0,2,130,2018,28488.0,23441.0,24745.0,,30411.0,18974.0,41526.0,25974.0,34900.0
"Matanuska-Susitna Borough, Alaska",33265.0,2,170,2018,27124.0,20730.0,19478.0,15490.0,22704.0,17678.0,33790.0,21283.0,30943.0
"Nome Census Area, Alaska",52758.0,2,180,2018,33842.0,15207.0,23933.0,18679.0,20209.0,26449.0,55159.0,20624.0,22293.0
"Dillingham Census Area, Alaska",51931.0,2,70,2018,27099.0,18139.0,35137.0,,65688.0,26201.0,55488.0,24587.0,25334.0
"Haines Borough, Alaska",34939.0,2,100,2018,,26346.0,19291.0,,,28829.0,35142.0,35178.0,33521.0
"Yakutat City and Borough, Alaska",41057.0,2,282,2018,,23383.0,27072.0,19506.0,24460.0,25765.0,41244.0,24422.0,31878.0
"Juneau City and Borough, Alaska",48695.0,2,110,2018,190719.0,26290.0,28816.0,24190.0,33029.0,23436.0,49803.0,26148.0,43276.0
"Lake and Peninsula Borough, Alaska",42177.0,2,164,2018,,18713.0,15774.0,,,21856.0,41721.0,29316.0,24571.0
"Southeast Fairbanks Census Area, Alaska",36927.0,2,240,2018,45877.0,14586.0,2719.0,,26591.0,24517.0,37249.0,22735.0,32409.0
"Yukon-Koyukuk Census Area, Alaska",37528.0,2,290,2018,,17742.0,24936.0,,12100.0,20081.0,38642.0,14598.0,22386.0
"Anchorage Municipality, Alaska",48818.0,2,20,2018,27871.0,24108.0,24347.0,22805.0,28389.0,22752.0,50306.0,28026.0,39839.0
"Aleutians East Borough, Alaska",52268.0,2,13,2018,31853.0,26955.0,30322.0,13980.0,28671.0,27330.0,51989.0,33677.0,32510.0
"Skagway Municipality, Alaska",41761.0,2,230,2018,41254.0,25958.0,41232.0,,54120.0,18448.0,41976.0,28387.0,39842.0
"Prince of Wales-Hyder Census Area, Alaska",35680.0,2,198,2018,31971.0,20005.0,14521.0,13390.0,21779.0,18984.0,35903.0,21959.0,27236.0
"Petersburg Borough, Alaska",38494.0,2,195,2018,15148.0,18722.0,22736.0,20212.0,66217.0,16835.0,41372.0,19758.0,33227.0
"Kusilvak Census Area, Alaska",78883.0,2,158,2018,25093.0,9703.0,34659.0,,,9113.0,83083.0,24431.0,12578.0
"Maricopa County, Arizona",34303.0,4,13,2018,23425.0,18474.0,36930.0,23690.0,16786.0,18638.0,40775.0,17411.0,31697.0
"Graham County, Arizona",19940.0,4,9,2018,14186.0,9772.0,18626.0,,13539.0,12097.0,22252.0,14960.0,18113.0
"Santa Cruz County, Arizona",20782.0,4,23,2018,11158.0,30111.0,16636.0,,13300.0,59234.0,39148.0,16998.0,20324.0
"La Paz County, Arizona",22908.0,4,12,2018,28680.0,15939.0,20503.0,,24423.0,16284.0,25046.0,17561.0,21845.0
"Mohave County, Arizona",25262.0,4,15,2018,18741.0,17023.0,35800.0,40155.0,19079.0,16763.0,26312.0,18667.0,24829.0
"Coconino County, Arizona",32437.0,4,5,2018,13502.0,14730.0,19576.0,18172.0,23476.0,15516.0,34597.0,20080.0,26387.0
"Yuma County, Arizona",22434.0,4,27,2018,26607.0,14554.0,35062.0,12180.0,15271.0,16808.0,31960.0,15514.0,21178.0
"Greenlee County, Arizona",25588.0,4,11,2018,15056.0,26639.0,,,25939.0,8810.0,30569.0,20616.0,25349.0
"Pinal County, Arizona",25499.0,4,21,2018,20698.0,12175.0,20380.0,10302.0,18291.0,12327.0,29230.0,16000.0,23653.0
"St. Francis County, Arkansas",21809.0,5,123,2018,14532.0,9854.0,13839.0,,21901.0,6904.0,21977.0,15116.0,17491.0
"White County, Arkansas",24718.0,5,145,2018,14411.0,23680.0,25967.0,,7850.0,12099.0,25089.0,10844.0,23747.0
"Nevada County, Arkansas",22052.0,5,99,2018,12788.0,,,,,9970.0,22090.0,,18618.0
"Cross County, Arkansas",25665.0,5,37,2018,22040.0,,,,,17989.0,25931.0,16400.0,24486.0
"Drew County, Arkansas",24443.0,5,43,2018,19322.0,,20242.0,,8922.0,47711.0,24968.0,9081.0,23005.0
"Columbia County, Arkansas",26851.0,5,27,2018,12884.0,39945.0,13872.0,,9280.0,11389.0,27232.0,10010.0,21372.0
"Saline County, Arkansas",30242.0,5,125,2018,24148.0,28921.0,20033.0,24784.0,15722.0,15580.0,30704.0,19894.0,29358.0
"Van Buren County, Arkansas",21667.0,5,141,2018,6093.0,49696.0,,,,14079.0,21895.0,13698.0,21622.0
"Izard County, Arkansas",21076.0,5,65,2018,5313.0,12869.0,,,5102.0,15328.0,21289.0,10702.0,20501.0
"Lincoln County, Arkansas",16937.0,5,79,2018,7050.0,3196.0,,,3872.0,19811.0,17290.0,5337.0,13636.0
"Logan County, Arkansas",20996.0,5,83,2018,11537.0,55241.0,5670.0,,11577.0,77166.0,21037.0,15195.0,22221.0
"Crittenden County, Arkansas",28868.0,5,35,2018,15677.0,12314.0,25142.0,14155.0,12997.0,20920.0,29384.0,13827.0,21882.0
"Franklin County, Arkansas",20701.0,5,47,2018,11938.0,9384.0,8277.0,6243.0,18431.0,17565.0,20992.0,7429.0,20262.0
"Pike County, Arkansas",22761.0,5,109,2018,14344.0,20928.0,7996.0,,15857.0,9910.0,23057.0,14362.0,21919.0
"Jefferson County, Arkansas",27291.0,5,69,2018,16596.0,10688.0,27046.0,,13829.0,15825.0,27506.0,13620.0,20925.0
"Montgomery County, Arkansas",23582.0,5,97,2018,6655.0,17093.0,8282.0,,8436.0,5998.0,23590.0,11049.0,22347.0
"Scott County, Arkansas",17468.0,5,127,2018,,26843.0,87710.0,,6634.0,6470.0,17843.0,6663.0,17375.0
"Sebastian County, Arkansas",28172.0,5,131,2018,14510.0,20920.0,24521.0,,12167.0,14767.0,29366.0,11633.0,25084.0
"Benton County, Arkansas",33117.0,5,7,2018,35063.0,20135.0,40647.0,11598.0,25034.0,20469.0,35972.0,18434.0,32624.0
"Chicot County, Arkansas",25445.0,5,17,2018,18833.0,,53581.0,,7450.0,25028.0,27648.0,7293.0,21843.0
"Johnson County, Arkansas",20034.0,5,71,2018,11490.0,,38405.0,,10021.0,8748.0,21585.0,9425.0,19681.0
"Lee County, Arkansas",21074.0,5,77,2018,11932.0,3511.0,,,,12288.0,21142.0,16186.0,15771.0
"Pope County, Arkansas",22529.0,5,115,2018,14506.0,13999.0,23633.0,,12949.0,23624.0,23421.0,11945.0,22110.0
"Desha County, Arkansas",23520.0,5,41,2018,13844.0,28760.0,,,7741.0,12040.0,24803.0,7675.0,18475.0
"Fulton County, Arkansas",19747.0,5,49,2018,1442.0,10142.0,,,14080.0,13206.0,19818.0,13368.0,19413.0
"Garland County, Arkansas",28092.0,5,51,2018,17810.0,14752.0,39166.0,,28055.0,12699.0,28836.0,12730.0,26791.0
"Prairie County, Arkansas",25909.0,5,117,2018,13313.0,,,,,13039.0,25953.0,14787.0,24075.0
"Van Wert County, Ohio",27189.0,39,161,2018,16508.0,10226.0,20099.0,,26383.0,6527.0,27495.0,14181.0,26698.0
"Washington County, Ohio",28495.0,39,167,2018,14533.0,14580.0,18148.0,,14985.0,9019.0,28570.0,17900.0,27860.0
"Williams County, Ohio",26018.0,39,171,2018,9035.0,13975.0,24143.0,,19188.0,9576.0,26277.0,15518.0,25428.0
"Auglaize County, Ohio",30380.0,39,11,2018,20026.0,24461.0,28324.0,47858.0,14570.0,8378.0,30466.0,18442.0,29908.0
"Columbiana County, Ohio",26529.0,39,29,2018,10624.0,16105.0,65998.0,,10356.0,13247.0,26532.0,18256.0,25853.0
"Darke County, Ohio",26552.0,39,37,2018,15279.0,28307.0,12289.0,,20102.0,12823.0,26724.0,13601.0,26262.0
"Ottawa County, Ohio",33602.0,39,123,2018,17286.0,11946.0,58312.0,,17818.0,25928.0,34054.0,22492.0,33081.0
"Fulton County, Ohio",29227.0,39,51,2018,27798.0,19630.0,27106.0,,19406.0,9673.0,29862.0,16398.0,28411.0
"Hardin County, Ohio",22713.0,39,65,2018,18101.0,,17358.0,,8532.0,10086.0,22832.0,9374.0,22329.0
"Jackson County, Ohio",22396.0,39,79,2018,18286.0,,,,,12472.0,22510.0,8993.0,22117.0
"Lucas County, Ohio",32745.0,39,95,2018,17783.0,18359.0,27836.0,19253.0,16837.0,9756.0,33300.0,16738.0,28361.0
