state,county,year,population
Illinois,Stephenson County,2010,"47,606"
Illinois,Tazewell County,2010,"135,486"
Illinois,Union County,2010,"17,731"
Illinois,Vermilion County,2010,"81,640"
Illinois,Wabash County,2010,"11,916"
Illinois,Warren County,2010,"17,713"
Illinois,Washington County,2010,"14,712"
Illinois,Wayne County,2010,"16,738"
Illinois,White County,2010,"14,597"
Illinois,Whiteside County,2010,"58,486"
Illinois,Will County,2010,"678,824"
Illinois,Williamson County,2010,"66,432"
Illinois,Winnebago County,2010,"295,083"
Illinois,Woodford County,2010,"38,661"
Indiana,Indiana,2010,"6,490,432"
Indiana,Adams County,2010,"34,444"
Indiana,Allen County,2010,"355,945"
Indiana,Bartholomew County,2010,"76,818"
Indiana,Benton County,2010,"8,863"
Indiana,Blackford County,2010,"12,771"
Indiana,Boone County,2010,"56,916"
Indiana,Brown County,2010,"15,207"
Indiana,Carroll County,2010,"20,199"
Indiana,Cass County,2010,"38,985"
Indiana,Clark County,2010,"110,567"
Indiana,Clay County,2010,"26,854"
Indiana,Clinton County,2010,"33,221"
Indiana,Crawford County,2010,"10,708"
Indiana,Daviess County,2010,"31,720"
Indiana,Dearborn County,2010,"50,083"
Indiana,Decatur County,2010,"25,798"
Indiana,DeKalb County,2010,"42,336"
Indiana,Delaware County,2010,"117,665"
Indiana,Dubois County,2010,"41,905"
Indiana,Elkhart County,2010,"197,451"
Indiana,Fayette County,2010,"24,325"
Indiana,Floyd County,2010,"74,709"
Indiana,Fountain County,2010,"17,276"
Indiana,Franklin County,2010,"23,059"
Indiana,Fulton County,2010,"20,817"
Indiana,Gibson County,2010,"33,545"
Indiana,Grant County,2010,"69,903"
Indiana,Greene County,2010,"33,207"
Indiana,Hamilton County,2010,"276,493"
Indiana,Hancock County,2010,"70,247"
Indiana,Harrison County,2010,"39,330"
Indiana,Hendricks County,2010,"145,954"
Indiana,Henry County,2010,"49,530"
Indiana,Howard County,2010,"82,752"
Indiana,Huntington County,2010,"37,117"
Indiana,Jackson County,2010,"42,586"
Indiana,Jasper County,2010,"33,496"
Indiana,Jay County,2010,"21,179"
Indiana,Jefferson County,2010,"32,395"
Indiana,Jennings County,2010,"28,481"
Indiana,Johnson County,2010,"140,269"
Indiana,Knox County,2010,"38,391"
Indiana,Kosciusko County,2010,"77,340"
Indiana,LaGrange County,2010,"37,159"
Indiana,Lake County,2010,"495,947"
Indiana,LaPorte County,2010,"111,459"
Indiana,Lawrence County,2010,"46,102"
Indiana,Madison County,2010,"131,619"
Indiana,Marion County,2010,"904,591"
Indiana,Marshall County,2010,"47,000"
Indiana,Martin County,2010,"10,359"
Indiana,Miami County,2010,"36,810"
Indiana,Monroe County,2010,"138,566"
Indiana,Montgomery County,2010,"38,098"
Indiana,Morgan County,2010,"69,138"
Indiana,Newton County,2010,"14,233"
Indiana,Noble County,2010,"47,454"
Indiana,Ohio County,2010,"6,086"
Indiana,Orange County,2010,"19,814"
Indiana,Owen County,2010,"21,566"
Indiana,Parke County,2010,"17,275"
Indiana,Perry County,2010,"19,409"
Indiana,Pike County,2010,"12,720"
Indiana,Porter County,2010,"164,487"
Indiana,Posey County,2010,"25,861"
Indiana,Pulaski County,2010,"13,323"
Indiana,Putnam County,2010,"37,909"
Indiana,Randolph County,2010,"26,178"
Indiana,Ripley County,2010,"28,815"
Indiana,Rush County,2010,"17,384"
Indiana,St. Joseph County,2010,"266,797"
Indiana,Scott County,2010,"24,171"
Indiana,Shelby County,2010,"44,297"
Indiana,Spencer County,2010,"20,915"
Indiana,Starke County,2010,"23,345"
Indiana,Steuben County,2010,"34,109"
Indiana,Sullivan County,2010,"21,390"
Indiana,Switzerland County,2010,"10,717"
Indiana,Tippecanoe County,2010,"173,104"
Indiana,Tipton County,2010,"15,878"
Indiana,Union County,2010,"7,537"
Indiana,Vanderburgh County,2010,"179,842"
Indiana,Vermillion County,2010,"16,116"
Indiana,Vigo County,2010,"107,888"
Indiana,Wabash County,2010,"32,848"
Indiana,Warren County,2010,"8,521"
Indiana,Warrick County,2010,"59,839"
Indiana,Washington County,2010,"28,292"
Indiana,Wayne County,2010,"68,889"
Indiana,Wells County,2010,"27,682"
Indiana,White County,2010,"24,683"
Indiana,Whitley County,2010,"33,353"
Iowa,Iowa,2010,"3,050,745"
Iowa,Adair County,2010,"7,679"
Iowa,Adams County,2010,"4,023"
Iowa,Allamakee County,2010,"14,378"
Iowa,Appanoose County,2010,"12,856"
Iowa,Audubon County,2010,"6,098"
Iowa,Benton County,2010,"26,046"
Iowa,Black Hawk County,2010,"131,162"
Iowa,Boone County,2010,"26,271"
Iowa,Bremer County,2010,"24,295"
Iowa,Buchanan County,2010,"20,974"
Iowa,Buena Vista County,2010,"20,356"
Iowa,Butler County,2010,"14,916"
Iowa,Calhoun County,2010,"10,160"
Iowa,Carroll County,2010,"20,824"
Iowa,Cass County,2010,"13,928"
Iowa,Cedar County,2010,"18,450"
Iowa,Cerro Gordo County,2010,"44,097"
Iowa,Cherokee County,2010,"12,110"
Iowa,Chickasaw County,2010,"12,410"
Iowa,Clarke County,2010,"9,320"
Iowa,Clay County,2010,"16,634"
Iowa,Clayton County,2010,"18,080"
Iowa,Clinton County,2010,"49,096"
Iowa,Crawford County,2010,"17,170"
Iowa,Dallas County,2010,"66,750"
Iowa,Davis County,2010,"8,776"
Iowa,Decatur County,2010,"8,418"
Iowa,Delaware County,2010,"17,764"
Iowa,Des Moines County,2010,"40,241"
Iowa,Dickinson County,2010,"16,670"
Iowa,Dubuque County,2010,"93,929"
Iowa,Emmet County,2010,"10,276"
Iowa,Fayette County,2010,"20,860"
Iowa,Floyd County,2010,"16,309"
Iowa,Franklin County,2010,"10,706"
Iowa,Fremont County,2010,"7,434"
Iowa,Greene County,2010,"9,362"
Iowa,Grundy County,2010,"12,463"
Iowa,Guthrie County,2010,"10,937"
Iowa,Hamilton County,2010,"15,633"
Iowa,Hancock County,2010,"11,297"
Iowa,Hardin County,2010,"17,543"
Iowa,Harrison County,2010,"14,909"
Iowa,Henry County,2010,"20,106"
Iowa,Howard County,2010,"9,568"
Iowa,Humboldt County,2010,"9,792"
Iowa,Ida County,2010,"7,066"
Iowa,Iowa County,2010,"16,335"
Iowa,Jackson County,2010,"19,830"
Iowa,Jasper County,2010,"36,812"
Iowa,Jefferson County,2010,"16,837"
Iowa,Johnson County,2010,"131,337"
Iowa,Jones County,2010,"20,689"
Iowa,Keokuk County,2010,"10,508"
Iowa,Kossuth County,2010,"15,525"
Iowa,Lee County,2010,"35,849"
Iowa,Linn County,2010,"211,705"
Iowa,Louisa County,2010,"11,382"
Iowa,Lucas County,2010,"8,898"
Iowa,Lyon County,2010,"11,567"
Iowa,Madison County,2010,"15,739"
Iowa,Mahaska County,2010,"22,408"
Iowa,Marion County,2010,"33,225"
Iowa,Marshall County,2010,"40,722"
Iowa,Mills County,2010,"15,076"
Iowa,Mitchell County,2010,"10,793"
Iowa,Monona County,2010,"9,248"
Iowa,Monroe County,2010,"7,997"
Iowa,Montgomery County,2010,"10,690"
Iowa,Muscatine County,2010,"42,803"
Iowa,O'Brien County,2010,"14,408"
Iowa,Osceola County,2010,"6,459"
Iowa,Page County,2010,"15,921"
Iowa,Palo Alto County,2010,"9,398"
Iowa,Plymouth County,2010,"24,975"
Iowa,Pocahontas County,2010,"7,289"
Iowa,Polk County,2010,"432,352"
Iowa,Pottawattamie County,2010,"93,363"
Iowa,Poweshiek County,2010,"18,925"
Iowa,Ringgold County,2010,"5,113"
Iowa,Sac County,2010,"10,354"
Iowa,Scott County,2010,"165,272"
Iowa,Shelby County,2010,"12,174"
Iowa,Sioux County,2010,"33,754"
Iowa,Story County,2010,"89,654"
Iowa,Tama County,2010,"17,719"
Iowa,Taylor County,2010,"6,322"
Iowa,Union County,2010,"12,513"
Iowa,Van Buren County,2010,"7,577"
Iowa,Wapello County,2010,"35,682"
Iowa,Warren County,2010,"46,340"
Iowa,Washington County,2010,"21,688"
Iowa,Wayne County,2010,"6,419"
Iowa,Webster County,2010,"37,879"
Iowa,Winnebago County,2010,"10,846"
Iowa,Winneshiek County,2010,"21,076"
Iowa,Woodbury County,2010,"102,388"
Iowa,Worth County,2010,"7,583"
Iowa,Wright County,2010,"13,185"
Kansas,Kansas,2010,"2,858,190"
Kansas,Allen County,2010,"13,363"
Kansas,Anderson County,2010,"8,103"
Kansas,Atchison County,2010,"16,855"
Kansas,Barber County,2010,"4,852"
Kansas,Barton County,2010,"27,675"
Kansas,Bourbon County,2010,"15,135"
Kansas,Brown County,2010,"9,968"
Kansas,Butler County,2010,"65,901"
Kansas,Chase County,2010,"2,784"
Kansas,Chautauqua County,2010,"3,649"
Kansas,Cherokee County,2010,"21,526"
Kansas,Cheyenne County,2010,"2,714"
Kansas,Clark County,2010,"2,199"
Kansas,Clay County,2010,"8,548"
Kansas,Cloud County,2010,"9,519"
Kansas,Coffey County,2010,"8,585"
Kansas,Comanche County,2010,"1,886"
Kansas,Cowley County,2010,"36,312"
Kansas,Crawford County,2010,"39,172"
Kansas,Decatur County,2010,"2,957"
Kansas,Dickinson County,2010,"19,773"
Kansas,Doniphan County,2010,"7,960"
Kansas,Douglas County,2010,"111,198"
Kansas,Edwards County,2010,"3,054"
Kansas,Elk County,2010,"2,867"
Kansas,Ellis County,2010,"28,424"
Kansas,Ellsworth County,2010,"6,513"
Kansas,Finney County,2010,"36,952"
Kansas,Ford County,2010,"34,008"
Kansas,Franklin County,2010,"25,985"
Kansas,Geary County,2010,"35,243"
Kansas,Gove County,2010,"2,692"
Kansas,Graham County,2010,"2,602"
Kansas,Grant County,2010,"7,825"
Kansas,Gray County,2010,"6,026"
Kansas,Greeley County,2010,"1,259"
Kansas,Greenwood County,2010,"6,680"
Kansas,Hamilton County,2010,"2,707"
Kansas,Harper County,2010,"6,008"
Kansas,Harvey County,2010,"34,740"
Kansas,Haskell County,2010,"4,273"
Kansas,Hodgeman County,2010,"1,920"
Kansas,Jackson County,2010,"13,462"
Kansas,Jefferson County,2010,"19,121"
Kansas,Jewell County,2010,"3,063"
Kansas,Johnson County,2010,"545,655"
Kansas,Kearny County,2010,"4,002"
Kansas,Kingman County,2010,"7,857"
Kansas,Kiowa County,2010,"2,569"
Kansas,Labette County,2010,"21,537"
Kansas,Lane County,2010,"1,736"
Kansas,Leavenworth County,2010,"76,520"
Kansas,Lincoln County,2010,"3,244"
Kansas,Linn County,2010,"9,626"
Kansas,Logan County,2010,"2,774"
Kansas,Lyon County,2010,"33,648"
Kansas,McPherson County,2010,"29,128"
Kansas,Marion County,2010,"12,671"
Kansas,Marshall County,2010,"10,111"
Kansas,Meade County,2010,"4,596"
Kansas,Miami County,2010,"32,882"
Kansas,Mitchell County,2010,"6,336"
Kansas,Montgomery County,2010,"35,349"
Kansas,Morris County,2010,"5,918"
Kansas,Morton County,2010,"3,240"
Kansas,Nemaha County,2010,"10,159"
Kansas,Neosho County,2010,"16,475"
Kansas,Ness County,2010,"3,104"
Kansas,Norton County,2010,"5,664"
Kansas,Osage County,2010,"16,274"
Kansas,Osborne County,2010,"3,850"
Kansas,Ottawa County,2010,"6,096"
Kansas,Pawnee County,2010,"6,980"
Kansas,Phillips County,2010,"5,632"
Kansas,Pottawatomie County,2010,"21,727"
Kansas,Pratt County,2010,"9,641"
Kansas,Rawlins County,2010,"2,496"
Kansas,Reno County,2010,"64,552"
Kansas,Republic County,2010,"4,938"
Kansas,Rice County,2010,"10,115"
Kansas,Riley County,2010,"71,551"
Kansas,Rooks County,2010,"5,195"
Kansas,Rush County,2010,"3,314"
Kansas,Russell County,2010,"7,001"
Kansas,Saline County,2010,"55,780"
Kansas,Scott County,2010,"4,959"
Kansas,Sedgwick County,2010,"499,128"
Kansas,Seward County,2010,"22,970"
Kansas,Shawnee County,2010,"178,360"
Kansas,Sheridan County,2010,"2,530"
Kansas,Sherman County,2010,"6,018"
Kansas,Smith County,2010,"3,860"
Kansas,Stafford County,2010,"4,429"
Kansas,Stanton County,2010,"2,246"
Kansas,Stevens County,2010,"5,752"
Kansas,Sumner County,2010,"24,118"
Kansas,Thomas County,2010,"7,930"
Kansas,Trego County,2010,"3,006"
Kansas,Wabaunsee County,2010,"7,049"
Kansas,Wallace County,2010,"1,480"
Kansas,Washington County,2010,"5,785"
Kansas,Wichita County,2010,"2,239"
Kansas,Wilson County,2010,"9,389"
Kansas,Woodson County,2010,"3,308"
Kansas,Wyandotte County,2010,"157,633"
Kentucky,Kentucky,2010,"4,348,181"
Kentucky,Adair County,2010,"18,757"
Kentucky,Allen County,2010,"20,037"
Kentucky,Anderson County,2010,"21,470"
Kentucky,Ballard County,2010,"8,260"
Kentucky,Barren County,2010,"42,116"
Kentucky,Bath County,2010,"11,618"
Kentucky,Bell County,2010,"28,709"
Kentucky,Boone County,2010,"119,373"
Kentucky,Bourbon County,2010,"19,965"
Kentucky,Boyd County,2010,"49,602"
Kentucky,Boyle County,2010,"28,674"
Kentucky,Bracken County,2010,"8,513"
Kentucky,Breathitt County,2010,"13,857"
Kentucky,Breckinridge County,2010,"20,043"
Kentucky,Bullitt County,2010,"74,500"
Kentucky,Butler County,2010,"12,735"
Kentucky,Caldwell County,2010,"13,010"
Kentucky,Calloway County,2010,"37,348"
Kentucky,Campbell County,2010,"90,623"
Kentucky,Carlisle County,2010,"5,083"
Kentucky,Carroll County,2010,"10,806"
Kentucky,Carter County,2010,"27,746"
Kentucky,Casey County,2010,"15,984"
Kentucky,Christian County,2010,"74,130"
Kentucky,Clark County,2010,"35,603"
Kentucky,Clay County,2010,"21,660"
Kentucky,Clinton County,2010,"10,244"
Kentucky,Crittenden County,2010,"9,297"
Kentucky,Cumberland County,2010,"6,864"
Kentucky,Daviess County,2010,"96,704"
Kentucky,Edmonson County,2010,"12,228"
Kentucky,Elliott County,2010,"7,843"
Kentucky,Estill County,2010,"14,713"
Kentucky,Fayette County,2010,"296,848"
Kentucky,Fleming County,2010,"14,400"
Kentucky,Floyd County,2010,"39,930"
Kentucky,Franklin County,2010,"49,253"
Kentucky,Fulton County,2010,"6,807"
Kentucky,Gallatin County,2010,"8,612"
Kentucky,Garrard County,2010,"16,941"
Kentucky,Grant County,2010,"24,677"
Kentucky,Graves County,2010,"37,262"
Kentucky,Grayson County,2010,"25,786"
Kentucky,Green County,2010,"11,230"
Kentucky,Greenup County,2010,"36,885"
Kentucky,Hancock County,2010,"8,551"
Kentucky,Hardin County,2010,"106,950"
Kentucky,Harlan County,2010,"29,222"
Kentucky,Harrison County,2010,"18,810"
Kentucky,Hart County,2010,"18,188"
Kentucky,Henderson County,2010,"46,260"
Kentucky,Henry County,2010,"15,376"
Kentucky,Hickman County,2010,"4,860"
Kentucky,Hopkins County,2010,"46,841"
Kentucky,Jackson County,2010,"13,480"
Kentucky,Jefferson County,2010,"742,054"
Kentucky,Jessamine County,2010,"48,682"
Kentucky,Johnson County,2010,"23,385"
Kentucky,Kenton County,2010,"159,961"
Kentucky,Knott County,2010,"16,355"
Kentucky,Knox County,2010,"31,851"
Kentucky,Larue County,2010,"14,169"
Kentucky,Laurel County,2010,"58,998"
Kentucky,Lawrence County,2010,"15,866"
Kentucky,Lee County,2010,"7,717"
Kentucky,Leslie County,2010,"11,278"
Kentucky,Letcher County,2010,"24,534"
Kentucky,Lewis County,2010,"13,837"
Kentucky,Lincoln County,2010,"24,724"
Kentucky,Livingston County,2010,"9,520"
Kentucky,Logan County,2010,"26,851"
Kentucky,Lyon County,2010,"8,329"
Kentucky,McCracken County,2010,"65,515"
Kentucky,McCreary County,2010,"18,328"
Kentucky,McLean County,2010,"9,515"
Kentucky,Madison County,2010,"83,468"
Kentucky,Magoffin County,2010,"13,306"
Kentucky,Marion County,2010,"19,840"
Kentucky,Marshall County,2010,"31,451"
Kentucky,Martin County,2010,"12,895"
Kentucky,Mason County,2010,"17,505"
Kentucky,Meade County,2010,"28,714"
Kentucky,Menifee County,2010,"6,371"
Kentucky,Mercer County,2010,"21,308"
Kentucky,Metcalfe County,2010,"10,147"
Kentucky,Monroe County,2010,"10,970"
Kentucky,Montgomery County,2010,"26,549"
Kentucky,Morgan County,2010,"13,726"
Kentucky,Muhlenberg County,2010,"31,657"
Kentucky,Nelson County,2010,"43,629"
Kentucky,Nicholas County,2010,"7,128"
Kentucky,Ohio County,2010,"23,834"
Kentucky,Oldham County,2010,"60,437"
Kentucky,Owen County,2010,"10,850"
Kentucky,Owsley County,2010,"4,748"
Kentucky,Pendleton County,2010,"14,915"
Kentucky,Perry County,2010,"28,669"
Kentucky,Pike County,2010,"65,074"
Kentucky,Powell County,2010,"12,643"
Kentucky,Pulaski County,2010,"63,190"
Kentucky,Robertson County,2010,"2,275"
Kentucky,Rockcastle County,2010,"17,081"
Kentucky,Rowan County,2010,"23,376"
Kentucky,Russell County,2010,"17,573"
Kentucky,Scott County,2010,"47,274"
Kentucky,Shelby County,2010,"42,189"
Kentucky,Simpson County,2010,"17,336"
Kentucky,Spencer County,2010,"17,201"
Kentucky,Taylor County,2010,"24,673"
Kentucky,Todd County,2010,"12,432"
Kentucky,Trigg County,2010,"14,322"
Kentucky,Trimble County,2010,"8,812"
Kentucky,Union County,2010,"15,276"
Kentucky,Warren County,2010,"114,341"
Kentucky,Washington County,2010,"11,695"
Kentucky,Wayne County,2010,"20,850"
Kentucky,Webster County,2010,"13,579"
Kentucky,Whitley County,2010,"35,718"
Kentucky,Wolfe County,2010,"7,361"
Kentucky,Woodford County,2010,"25,040"
Louisiana,Louisiana,2010,"4,544,532"
Louisiana,Acadia Parish,2010,"61,877"
Louisiana,Allen Parish,2010,"25,702"
Louisiana,Ascension Parish,2010,"107,890"
Louisiana,Assumption Parish,2010,"23,333"
Louisiana,Avoyelles Parish,2010,"42,106"
Louisiana,Beauregard Parish,2010,"35,831"
Louisiana,Bienville Parish,2010,"14,306"
Louisiana,Bossier Parish,2010,"117,675"
Louisiana,Caddo Parish,2010,"255,590"
Louisiana,Calcasieu Parish,2010,"193,026"
Louisiana,Caldwell Parish,2010,"10,148"
Louisiana,Cameron Parish,2010,"6,917"
Louisiana,Catahoula Parish,2010,"10,377"
Louisiana,Claiborne Parish,2010,"17,175"
Louisiana,Concordia Parish,2010,"20,839"
Louisiana,De Soto Parish,2010,"26,670"
Louisiana,East Baton Rouge Parish,2010,"440,912"
Louisiana,East Carroll Parish,2010,"7,737"
Louisiana,East Feliciana Parish,2010,"20,157"
Louisiana,Evangeline Parish,2010,"33,956"
Louisiana,Franklin Parish,2010,"20,810"
Louisiana,Grant Parish,2010,"22,336"
Louisiana,Iberia Parish,2010,"73,111"
Louisiana,Iberville Parish,2010,"33,388"
Louisiana,Jackson Parish,2010,"16,307"
Louisiana,Jefferson Parish,2010,"432,610"
Louisiana,Jefferson Davis Parish,2010,"31,632"
Louisiana,Lafayette Parish,2010,"222,315"
Louisiana,Lafourche Parish,2010,"96,745"
Louisiana,LaSalle Parish,2010,"14,908"
Louisiana,Lincoln Parish,2010,"46,850"
Louisiana,Livingston Parish,2010,"128,337"
Louisiana,Madison Parish,2010,"12,106"
Louisiana,Morehouse Parish,2010,"27,873"
Louisiana,Natchitoches Parish,2010,"39,528"
Louisiana,Orleans Parish,2010,"347,772"
Louisiana,Ouachita Parish,2010,"153,969"
Louisiana,Plaquemines Parish,2010,"23,117"
Louisiana,Pointe Coupee Parish,2010,"22,823"
Louisiana,Rapides Parish,2010,"131,760"
Louisiana,Red River Parish,2010,"9,099"
Louisiana,Richland Parish,2010,"20,756"
Louisiana,Sabine Parish,2010,"24,226"
Louisiana,St. Bernard Parish,2010,"36,824"
Louisiana,St. Charles Parish,2010,"52,818"
Louisiana,St. Helena Parish,2010,"11,197"
Louisiana,St. James Parish,2010,"22,048"
Louisiana,St. John the Baptist Parish,2010,"45,591"
Louisiana,St. Landry Parish,2010,"83,495"
Louisiana,St. Martin Parish,2010,"52,224"
Louisiana,St. Mary Parish,2010,"54,550"
Louisiana,St. Tammany Parish,2010,"234,544"
Louisiana,Tangipahoa Parish,2010,"121,485"
Louisiana,Tensas Parish,2010,"5,229"
Louisiana,Terrebonne Parish,2010,"111,506"
Louisiana,Union Parish,2010,"22,833"
Louisiana,Vermilion Parish,2010,"58,085"
Louisiana,Vernon Parish,2010,"52,742"
Louisiana,Washington Parish,2010,"47,089"
Louisiana,Webster Parish,2010,"41,199"
Louisiana,West Baton Rouge Parish,2010,"23,951"
Louisiana,West Carroll Parish,2010,"11,576"
Louisiana,West Feliciana Parish,2010,"15,641"
Louisiana,Winn Parish,2010,"15,303"
Maine,Maine,2010,"1,327,629"
Maine,Androscoggin County,2010,"107,708"
Maine,Aroostook County,2010,"71,699"
Maine,Cumberland County,2010,"281,474"
Maine,Franklin County,2010,"30,719"
Maine,Hancock County,2010,"54,350"
Maine,Kennebec County,2010,"122,076"
Maine,Knox County,2010,"39,730"
Maine,Lincoln County,2010,"34,385"
Maine,Oxford County,2010,"57,779"
Maine,Penobscot County,2010,"153,861"
Maine,Piscataquis County,2010,"17,550"
Maine,Sagadahoc County,2010,"35,228"
Maine,Somerset County,2010,"52,216"
